PubmedID,Title,Publication Date,Non-academic Author(s),Company Affiliation(s),Corresponding Author Email
40636699,Untargeted metabolomics revealed urinary metabolic pattern for discriminating prostate cancer from benign prostatic hyperplasia in Chinese participants.,2025-01-01,Shuo Li; Dan Shen,"Zhejiang Key Laboratory of Digital Technology in Medical Diagnostics, Dian Diagnostics Group Co., Ltd., Hangzhou, Zhejiang, China.",
